WKT,id,shear_stre
"POLYGON ((591537.466406228602864 -2183397.27664667647332,608331.083865095162764 -2174031.605371539480984,621249.251141146291047 -2162405.254823093302548,625124.70132396183908 -2151909.243911301717162,634005.941326246946119 -2143996.866454720497131,638042.868600012967363 -2145450.160273276269436,642079.795873778988607 -2149487.087547041941434,644178.998056137235835 -2143996.866454720497131,649992.173330360325053 -2134308.240997681859881,657420.119514089776203 -2128495.065723458770663,665173.677489574649371 -2127875.854468682780862,671309.806945699034259 -2129813.579560090787709,674216.394582810462452 -2136918.571561918593943,675023.780037563759834 -2145315.380291352048516,664366.292034821468405 -2154681.051566489040852,655646.529123486950994 -2165177.062478280626237,657907.208396795904264 -2166953.310478738043457,667111.402580982306972 -2165822.970842083450407,676315.596765168826096 -2162593.429023070726544,683983.415776028763503 -2169269.010247114114463,686970.42715805710759 -2180167.734827664680779,688746.675158514059149 -2193893.287558468990028,693429.510796082671732 -2196476.921013679355383,697466.438069848692976 -2203904.867197408806533,700211.548616009531543 -2205519.638106915168464,697304.960978897986934 -2209718.042471630964428,692137.694068477489054 -2208426.225744025781751,695205.75879653962329 -2212947.584290643688291,685355.656248550629243 -2223120.641020535025746,678573.618428623769432 -2209556.565380681306124,674052.259882005862892 -2194700.673013222403824,663394.771879263687879 -2194054.764649420045316,661457.046787855913863 -2203097.481742655858397,670499.763881091843359 -2210202.473744483664632,672114.534790598205291 -2220537.007565324660391,669207.947153486660682 -2238299.487569895107299,663394.771879263687879 -2237007.670842289924622,659519.321696448256262 -2216015.64901870675385,654675.008967929054052 -2205358.161015964578837,653383.192240323987789 -2215692.694836805574596,653706.146422225283459 -2226996.091203350573778,644663.429328989470378 -2205358.161015964578837,638850.254054766381159 -2203420.435924557037652,639819.116600470268168 -2223120.641020535025746,645632.29187469324097 -2236038.808296586386859,643694.566783285583369 -2253801.288301156833768,632714.124598642112687 -2249925.838118341285735,616243.461321676848456 -2243466.754480315838009,606877.790046539739706 -2239268.350115599110723,609138.469319848692976 -2254770.15084686037153,599126.889680908992887 -2261552.188666787464172,598158.027135205105878 -2248311.067208834923804,593959.622770488495007 -2243143.800298414193094,589761.218405771884136 -2253801.288301156833768,586531.676586759043857 -2252832.425755452830344,593636.668588587199338 -2220537.007565324660391,594928.485316192382015 -2212463.153017792850733,612690.965320762712508 -2218599.282473917119205,609784.377683651167899 -2211817.244653990492225,594605.531134291086346 -2203743.390106458216906,591537.466406228602864 -2183397.27664667647332))",,90000
"POLYGON ((599126.889680908992887 -2261552.188666787464172,609138.469319848692976 -2254770.15084686037153,606877.790046539739706 -2239268.350115599110723,616243.461321676848456 -2243466.754480315838009,643694.566783285583369 -2253801.288301156833768,645632.29187469324097 -2236038.808296586386859,639819.116600470268168 -2223120.641020535025746,638850.254054766381159 -2203420.435924557037652,644663.429328989470378 -2205358.161015964578837,653706.146422225283459 -2226996.091203350573778,653383.192240323987789 -2215692.694836805574596,654675.008967929054052 -2205358.161015964578837,659519.321696448256262 -2216015.64901870675385,663394.771879263687879 -2237007.670842289924622,669207.947153486660682 -2238299.487569895107299,671549.364972271258011 -2222878.425384108908474,670499.763881091843359 -2210202.473744483664632,661457.046787855913863 -2203097.481742655858397,663394.771879263687879 -2194054.764649420045316,674052.259882005862892 -2194700.673013222403824,678573.618428623769432 -2209556.565380681306124,685355.656248550629243 -2223120.641020535025746,695205.75879653962329 -2212947.584290643688291,702149.273707417189144 -2220859.961747225373983,707155.063526886980981 -2223928.026475287508219,714098.578437764546834 -2219568.145019620191306,717489.597347727976739 -2215531.217745854053646,720396.184984839404933 -2223605.072293385863304,725401.974804309313186 -2227157.568294300232083,707074.324981412035413 -2247422.943208605982363,673164.135881777619943 -2272613.369396905880421,648816.41172759886831 -2299984.190896598156542,640073.710541431093588 -2305745.755052446387708,621491.46677757287398 -2288438.124310068786144,610188.070411028107628 -2274551.094488313421607,605020.803500607609749 -2276165.865397819783539,599126.889680908992887 -2261552.188666787464172))",,60000
"POLYGON ((540755.578912106808275 -2168870.850933777168393,556580.333825269481167 -2183080.834937433246523,583708.485104976920411 -2177590.613845111336559,591537.466406228602864 -2183397.27664667647332,594605.531134291086346 -2203743.390106458216906,609784.377683651167899 -2211817.244653990492225,612690.965320762712508 -2218599.282473917119205,594928.485316192382015 -2212463.153017792850733,593636.668588587199338 -2220537.007565324660391,586531.676586759043857 -2252832.425755452830344,589761.218405771884136 -2253801.288301156833768,593959.622770488495007 -2243143.800298414193094,598158.027135205105878 -2248311.067208834923804,599126.889680908992887 -2261552.188666787464172,605020.803500607609749 -2276165.865397819783539,610188.070411028107628 -2274551.094488313421607,615113.121685022488236 -2280283.531217061448842,621491.46677757287398 -2288438.124310068786144,640073.710541431093588 -2305745.755052446387708,621249.251141146756709 -2317100.307953807525337,607039.267137490445748 -2300952.59885874344036,593152.237315735546872 -2283190.118854172993451,581525.886767289368436 -2272532.630851430818439,569899.53621884342283 -2257353.784302070736885,570868.398764547193423 -2240883.121025105472654,577004.528220671461895 -2215046.786473002750427,576358.619856868986972 -2197284.306468432769179,561502.727489410084672 -2197284.306468432769179,548907.514395260135643 -2203420.435924557037652,543417.29330293845851 -2188241.589375196956098,534374.576209702529013 -2179521.826463862322271,540755.578912106808275 -2168870.850933777168393))",,90000
"POLYGON ((497051.09865985281067 -2237842.494378714822233,488331.33574851823505 -2251729.524200469721109,497051.09865985281067 -2266585.416567928623408,506416.76993498991942 -2283379.034026795066893,524825.15830336289946 -2305985.826759884599596,536451.508851808961481 -2315028.543853120412678,556151.713947786949575 -2314382.635489318054169,544525.363399340887554 -2325363.077673961408436,556797.622311589540914 -2335051.703131,564871.476859121583402 -2332791.023857690859586,547431.951036452432163 -2366701.212957325391471,539035.142307019094005 -2366378.258775424212217,535482.646306105074473 -2348615.778770853765309,535482.646306105074473 -2336666.474040506407619,517720.16630153474398 -2333436.932221493683755,513521.761936818074901 -2329884.436220579314977,530315.379395684576593 -2324071.26094635669142,520303.799756744934712 -2314705.589671219233423,505124.95320738479495 -2307600.597669390961528,499634.732115063059609 -2302433.330758970696479,488331.33574851823505 -2303725.147486575879157,480580.435382887546439 -2312444.910397910512984,477350.893563874764368 -2306631.735123687423766,486716.564839011873119 -2299526.74312185915187,488331.33574851823505 -2293390.613665734883398,470891.809925849142019 -2292421.751120030879974,457973.642649797955528 -2297266.06384855043143,463786.817924020986538 -2284024.942390597891062,461203.184468810737599 -2269169.050023138988763,449899.788102265971247 -2254313.157655680086464,434075.033189103240147 -2245916.348926246631891,447639.108828957017977 -2239134.31110632000491,451837.513193673628848 -2224601.372920762281865,468954.084834441484418 -2234289.998377800919116,473475.443381059390958 -2225570.235466466285288,480257.481200986250769 -2215235.70164562528953,482841.114656196499709 -2230091.594013084191829,480580.435382887546439 -2242363.852925332728773,484778.83974760415731 -2245916.348926246631891,497051.09865985281067 -2237842.494378714822233))",,180000
"POLYGON ((569899.53621884342283 -2257353.784302070736885,581525.886767289368436 -2272532.630851430818439,593152.237315735546872 -2283190.118854172993451,607039.267137490445748 -2300952.59885874344036,621249.251141146756709 -2317100.307953807525337,605563.703778682742268 -2326654.894401566591114,580373.277590382960625 -2333436.932221493683755,564871.476859121583402 -2332791.023857690859586,556797.622311589540914 -2335051.703131,544525.363399340887554 -2325363.077673961408436,556151.713947786949575 -2314382.635489318054169,536451.508851808961481 -2315028.543853120412678,524825.15830336289946 -2305985.826759884599596,506416.76993498991942 -2283379.034026795066893,569899.53621884342283 -2257353.784302070736885))",,100000
"POLYGON ((521356.298890314646997 -2138422.728991927579045,535588.312001686310396 -2157890.408749133348465,540755.578912106808275 -2168870.850933777168393,534374.576209702529013 -2179521.826463862322271,543417.29330293845851 -2188241.589375196956098,548907.514395260135643 -2203420.435924557037652,561502.727489410084672 -2197284.306468432769179,576358.619856868986972 -2197284.306468432769179,577004.528220671461895 -2215046.786473002750427,570868.398764547193423 -2240883.121025105472654,569899.53621884342283 -2257353.784302070736885,506416.76993498991942 -2283379.034026795066893,497051.09865985281067 -2266585.416567928623408,488331.33574851823505 -2251729.524200469721109,497051.09865985281067 -2237842.494378714822233,484778.83974760415731 -2245916.348926246631891,480580.435382887546439 -2242363.852925332728773,482841.114656196499709 -2230091.594013084191829,480257.481200986250769 -2215235.70164562528953,473475.443381059390958 -2225570.235466466285288,468954.084834441484418 -2234289.998377800919116,451837.513193673628848 -2224601.372920762281865,471537.718289651733357 -2202317.534369574394077,496405.190296050277539 -2185200.962728806305677,517074.257937732152641 -2179387.787454583216459,525148.112485264195129 -2170345.070361347403377,513198.807754916837439 -2163563.032541420776397,508354.495026397635229 -2154197.361266283784062,521356.298890314646997 -2138422.728991927579045))",,120000
"POLYGON ((505124.95320738479495 -2307600.597669390961528,496082.236114148981869 -2341510.786769025493413,489946.106658024713397 -2342802.603496630676091,478965.6644733811263 -2332468.069675789680332,468954.084834441484418 -2330853.2987662833184,459588.413559304375667 -2337635.336586210411042,448930.925556562142447 -2340864.878405223134905,428261.857914880267344 -2333759.886403394863009,409530.515364606049843 -2322133.535854948684573,391122.126996233128011 -2307923.551851292606443,425032.316095867427066 -2294359.476211438886821,446024.337919450597838 -2284670.850754400249571,463786.817924020986538 -2284024.942390597891062,457973.642649797955528 -2297266.06384855043143,470891.809925849142019 -2292421.751120030879974,488331.33574851823505 -2293390.613665734883398,486716.564839011873119 -2299526.74312185915187,477350.893563874764368 -2306631.735123687423766,480580.435382887546439 -2312444.910397910512984,488331.33574851823505 -2303725.147486575879157,499634.732115063059609 -2302433.330758970696479,505124.95320738479495 -2307600.597669390961528))",,120000
"POLYGON ((496082.236114148981869 -2341510.786769025493413,505124.95320738479495 -2307600.597669390961528,520303.799756744934712 -2314705.589671219233423,530315.379395684576593 -2324071.26094635669142,513521.761936818074901 -2329884.436220579314977,517720.16630153474398 -2333436.932221493683755,535482.646306105074473 -2336666.474040506407619,539035.142307019094005 -2366378.258775424212217,531284.241941388463601 -2358950.312591694761068,523533.34157575777499 -2343771.466042334679514,507708.58666259504389 -2339573.061677617952228,496082.236114148981869 -2341510.786769025493413))",,120000
"POLYGON ((468954.084834441484418 -2330853.2987662833184,478965.6644733811263 -2332468.069675789680332,489946.106658024713397 -2342802.603496630676091,496082.236114148981869 -2341510.786769025493413,507708.58666259504389 -2339573.061677617952228,523533.34157575777499 -2343771.466042334679514,531284.241941388463601 -2358950.312591694761068,539035.142307019094005 -2366378.258775424212217,547431.951036452432163 -2366701.212957325391471,535482.646306105190888 -2381557.105324784293771,520626.753938646230381 -2381557.105324784293771,505770.861571187386289 -2371545.525685844477266,492852.694295136199798 -2354428.954045076854527,485101.793929505511187 -2345063.282769939862192,474121.351744861982297 -2337958.290768111590296,468954.084834441484418 -2330853.2987662833184))",,120000
"POLYGON ((432783.216461498173885 -2356366.679136484395713,449899.788102266029455 -2368315.983866831753403,469599.993198244017549 -2384140.738779994659126,489946.106658024713397 -2384463.69296189583838,505770.861571187386289 -2371545.525685844477266,520626.753938646230381 -2381557.105324784293771,505770.861571187386289 -2418696.836243431549519,487685.427384715760127 -2421603.423880543094128,474121.351744861982297 -2425155.919881456997246,465724.543015428702347 -2420311.607152937911451,464432.726287823577877 -2409331.164968294557184,450545.696466068562586 -2401580.264602663461119,451514.559011772391386 -2393829.364237032830715,443763.658646141644567 -2388985.05150851374492,460234.321923106908798 -2389953.914054217748344,452483.421557476220187 -2380588.242779080290347,440857.071009030158166 -2369930.754776338115335,432783.216461498173885 -2356366.679136484395713))",,100000
"POLYGON ((409530.515364606049843 -2322133.535854948684573,428261.857914880267344 -2333759.886403394863009,448930.925556562142447 -2340864.878405223134905,459588.413559304375667 -2337635.336586210411042,468954.084834441484418 -2330853.2987662833184,474121.351744861982297 -2337958.290768111590296,485101.793929505511187 -2345063.282769939862192,492852.694295136199798 -2354428.954045076854527,505770.861571187386289 -2371545.525685844477266,489946.106658024713397 -2384463.69296189583838,469599.993198244017549 -2384140.738779994659126,449899.788102266029455 -2368315.983866831753403,432783.216461498173885 -2356366.679136484395713,440857.071009030158166 -2369930.754776338115335,452483.421557476220187 -2380588.242779080290347,460234.321923106908798 -2389953.914054217748344,443763.658646141644567 -2388985.05150851374492,451514.559011772391386 -2393829.364237032830715,450545.696466068562586 -2401580.264602663461119,464432.726287823577877 -2409331.164968294557184,465724.543015428702347 -2420311.607152937911451,432137.308097695640754 -2421926.378062444273382,382402.364084898552392 -2427093.644972864538431,353336.487713783397339 -2421280.469698641914874,369484.196808847365901 -2392214.593327526468784,378849.868083984474652 -2353460.091499372851104,389507.356086726649664 -2338927.153313815593719,389830.310268627945334 -2326977.848583468236029,409530.515364606049843 -2322133.535854948684573))",,150000
"POLYGON ((474121.351744861982297 -2425155.919881456997246,487685.427384715760127 -2421603.423880543094128,505770.861571187386289 -2418696.836243431549519,510292.220117805059999 -2435974.884975150227547,495436.3277503461577 -2434360.114065643865615,480903.389564788609277 -2438881.472612261772156,463786.817924020811915 -2444694.647886484861374,447639.108828956785146 -2451476.685706411488354,429876.628824386396445 -2454706.227525424212217,428907.766278682567645 -2449861.914796905126423,446024.337919450365007 -2446632.37297789240256,468954.084834441251587 -2434360.114065643865615,474121.351744861982297 -2425155.919881456997246))",,90000
"POLYGON ((463786.817924020811915 -2444694.647886484861374,480903.389564788609277 -2438881.472612261772156,495436.3277503461577 -2434360.114065643865615,510292.220117805059999 -2435974.884975150227547,494144.511022741091438 -2495075.500263084191829,477673.847745775827207 -2531569.322817929089069,446347.292101351660676 -2522203.651542791631073,435366.849916708189994 -2515744.567904766183347,443763.658646141411737 -2507347.759175332728773,458296.596831699018367 -2487647.554079354740679,458619.551013600314036 -2461811.219527252484113,463786.817924020811915 -2444694.647886484861374))",,90000
"POLYGON ((435366.849916708189994 -2515744.567904766183347,446347.292101351660676 -2522203.651542791631073,477673.847745775827207 -2531569.322817929089069,474767.260108664282598 -2549331.802822499070317,458619.551013600314036 -2541580.902456868439913,436335.712462411960587 -2528662.735180817078799,435366.849916708189994 -2515744.567904766183347))",,90000
"POLYGON ((443763.658646141411737 -2507347.759175332728773,435366.849916708189994 -2515744.567904766183347,436335.712462411960587 -2528662.735180817078799,458619.551013600314036 -2541580.902456868439913,474767.260108664282598 -2549331.802822499070317,422125.728458755649626 -2602296.288654309231788,404363.248454185319133 -2591961.754833468236029,379495.776447786774952 -2573876.320646996609867,373521.12408261327073 -2561604.061734747607261,369807.150990748370532 -2554499.069732919801027,355274.21280519082211 -2537705.45227405289188,363025.113170821510721 -2522203.651542791631073,381433.501539194490761 -2525110.239179903175682,412437.103001717303414 -2504118.21735632000491,424063.453550163365435 -2496044.362808788195252,443763.658646141411737 -2507347.759175332728773))",,100000
"POLYGON ((353336.487713783397339 -2421280.469698641914874,382402.364084898552392 -2427093.644972864538431,432137.308097695640754 -2421926.378062444273382,465724.543015428702347 -2420311.607152937911451,474121.351744861982297 -2425155.919881456997246,468954.084834441251587 -2434360.114065643865615,446024.337919450365007 -2446632.37297789240256,428907.766278682567645 -2449861.914796905126423,429876.628824386396445 -2454706.227525424212217,447639.108828956785146 -2451476.685706411488354,463786.817924020811915 -2444694.647886484861374,458619.551013600314036 -2461811.219527252484113,458296.596831699018367 -2487647.554079354740679,443763.658646141411737 -2507347.759175332728773,424063.453550163365435 -2496044.362808788195252,412437.103001717303414 -2504118.21735632000491,381433.501539194490761 -2525110.239179903175682,363025.113170821510721 -2522203.651542791631073,332667.420072101231199 -2518005.247178075369447,318780.390250346215907 -2494752.546081183012575,312321.306612320593558 -2485063.920624144840986,322332.886251260293648 -2455675.090071128215641,353336.487713783397339 -2421280.469698641914874))",,140000
"POLYGON ((369807.150990748370532 -2554499.069732919801027,373521.12408261327073 -2561604.061734747607261,360602.956806562142447 -2578397.679193614516407,347038.881166708364617 -2581950.175194528419524,334443.668072558473796 -2605848.784655223134905,332505.942981150757987 -2629424.439934016671032,331537.080435446929187 -2659782.133032736834139,317327.096431790618226 -2656552.591213724110276,322171.409160309820436 -2642665.5613919692114,319587.775705099571496 -2639113.065391054842621,306669.608429048385005 -2633299.890116831753403,300533.478972924058326 -2626194.898115003947169,301825.295700529241003 -2617798.089385570492595,320233.684068902162835 -2631685.119207325391471,324432.088433618773706 -2625226.035569299943745,319587.775705099571496 -2609401.280656137038022,326046.859343125193845 -2598097.884289592504501,318295.958977494505234 -2594868.342470579780638,320879.592432704695966 -2589378.121378257870674,329599.355344039271586 -2591638.800651567056775,332182.988799249520525 -2586471.533741146326065,324109.134251717478037 -2582919.037740232422948,311190.966975666349754 -2582273.129376429598778,300210.524791022820864 -2583564.946104034781456,290521.899333984416444 -2580981.312648824416101,280833.273876946012024 -2580658.358466923236847,277926.686239834525622 -2579043.587557416874915,296012.120426306151785 -2575491.091556502971798,293428.486971095902845 -2567740.191190872341394,282125.090604551136494 -2556759.749006228521466,284062.815695958794095 -2547717.031912992708385,298595.753881516400725 -2566771.328645168337971,305377.791701443260536 -2563864.741008056793362,309576.196066159929615 -2573230.412283193785697,321202.546614605991635 -2574845.183192700147629,328630.492798335384578 -2577105.86246600933373,336704.347345867427066 -2579689.495921219699085,338965.026619176380336 -2576136.999920305330306,329922.309525940567255 -2568709.053736575879157,327661.630252631613985 -2549331.802822499070317,317650.050613691913895 -2542226.810820671264082,309576.196066159929615 -2530277.506090323906392,312482.783703271416016 -2521234.788997088093311,325723.905161223898176 -2539320.223183559719473,331537.080435446929187 -2549654.757004400715232,335412.530618262302596 -2566771.328645168337971,345101.156075300648808 -2578397.679193614516407,359634.094260858255439 -2571292.687191786244512,369807.150990748370532 -2554499.069732919801027))",,180000
"POLYGON ((373521.12408261327073 -2561604.061734747607261,379495.776447786774952 -2573876.320646996609867,404363.248454185319133 -2591961.754833468236029,422125.728458755649626 -2602296.288654309231788,401012.598816959827673 -2641494.852482577320188,370331.951536338252481 -2665393.461943272035569,344172.66280233458383 -2665393.461943272035569,331537.080435446929187 -2659782.133032736834139,332505.942981150757987 -2629424.439934016671032,334443.668072558473796 -2605848.784655223134905,347038.881166708364617 -2581950.175194528419524,360602.956806562142447 -2578397.679193614516407,373521.12408261327073 -2561604.061734747607261))",,80000
"POLYGON ((332667.420072101231199 -2518005.247178075369447,363025.113170821510721 -2522203.651542791631073,355274.21280519082211 -2537705.45227405289188,369807.150990748370532 -2554499.069732919801027,359634.094260858255439 -2571292.687191786244512,345101.156075300648808 -2578397.679193614516407,335412.530618262302596 -2566771.328645168337971,331537.080435446929187 -2549654.757004400715232,325723.905161223898176 -2539320.223183559719473,312482.783703271416016 -2521234.788997088093311,332667.420072101231199 -2518005.247178075369447))",,100000
"POLYGON ((317650.050613691913895 -2542226.810820671264082,327661.630252631613985 -2549331.802822499070317,329922.309525940567255 -2568709.053736575879157,338965.026619176380336 -2576136.999920305330306,336704.347345867427066 -2579689.495921219699085,328630.492798335384578 -2577105.86246600933373,321202.546614605991635 -2574845.183192700147629,309576.196066159929615 -2573230.412283193785697,305377.791701443260536 -2563864.741008056793362,317650.050613691913895 -2542226.810820671264082))",,150000
"POLYGON ((282125.090604551136494 -2556759.749006228521466,293428.486971095902845 -2567740.191190872341394,296012.120426306151785 -2575491.091556502971798,277926.686239834525622 -2579043.587557416874915,280833.273876946012024 -2580658.358466923236847,290521.899333984416444 -2580981.312648824416101,300210.524791022820864 -2583564.946104034781456,311190.966975666349754 -2582273.129376429598778,324109.134251717478037 -2582919.037740232422948,332182.988799249520525 -2586471.533741146326065,329599.355344039271586 -2591638.800651567056775,320879.592432704695966 -2589378.121378257870674,318295.958977494505234 -2594868.342470579780638,326046.859343125193845 -2598097.884289592504501,319587.775705099571496 -2609401.280656137038022,324432.088433618773706 -2625226.035569299943745,320233.684068902162835 -2631685.119207325391471,301825.295700529241003 -2617798.089385570492595,300533.478972924058326 -2626194.898115003947169,306669.608429048385005 -2633299.890116831753403,319587.775705099571496 -2639113.065391054842621,322171.409160309820436 -2642665.5613919692114,317327.096431790618226 -2656552.591213724110276,295406.581335241615307 -2676050.94994601374492,275060.467875460977666 -2681864.125220236834139,250838.90423286499572 -2677988.675037421751767,232430.515864492073888 -2629222.593570328317583,219189.394406539591728 -2568830.161554789170623,282125.090604551136494 -2556759.749006228521466))",,130000
"POLYGON ((91783.969646484794794 -2612751.93029336258769,140873.005295479291817 -2637942.356481662485749,138289.371840269071981 -2677988.675037421286106,91138.061282682232559 -2662486.874306159559637,29776.766721439082175 -2670883.68303559301421,42049.025633687706431 -2626316.005933216307312,91783.969646484794794 -2612751.93029336258769))",,130000
"POLYGON ((219189.394406539591728 -2568830.161554789170623,232430.515864492073888 -2629222.593570328317583,250838.90423286499572 -2677988.675037421751767,263595.594417965621687 -2712221.818318956531584,242280.618412481126143 -2743871.32814528234303,201588.391492919909069 -2745809.053236689884216,162833.889664766349597 -2708992.276499943807721,126663.02129182300996 -2694136.384132484905422,138289.371840269071981 -2677988.675037421286106,140873.005295479291817 -2637942.356481662485749,160231.686731095425785 -2624159.371421414427459,173168.423485607287148 -2614043.747020967770368,219189.394406539591728 -2568830.161554789170623))",,150000
"POLYGON ((126663.02129182300996 -2694136.384132484905422,162833.889664766349597 -2708992.276499943807721,201588.391492919909069 -2745809.053236689884216,242280.618412481126143 -2743871.32814528234303,233237.901319245254854 -2818150.789982576388866,230654.267864035005914 -2898889.335457895882428,207401.566767142881872 -2949916.096198298502713,133768.013293651107233 -2924725.670009998604655,78219.894006631016964 -2898243.42709409352392,93075.78637408989016 -2816858.973254971206188,127954.838019428076223 -2743225.419781479518861,126663.02129182300996 -2694136.384132484905422))",,150000
"POLYGON ((78219.894006631016964 -2898243.42709409352392,133768.013293651107233 -2924725.670009998604655,157666.622754345822614 -2931830.66201182641089,140227.096931676729582 -2969293.347112374845892,112453.037288166640792 -3016444.657669961918145,92429.878010287298821 -3051323.709315299987793,58842.643092554237228 -3071346.868593179620802,2648.615441731584724 -3062304.151499943807721,-10269.551834319630871 -3044218.717313471715897,28484.949993833957706 -3042926.900585866998881,7169.973988349491265 -3010631.482395738828927,8461.790715954615735 -2953145.638017311226577,54967.192909738863818 -2940227.470741259865463,78219.894006631016964 -2898243.42709409352392))",,160000
"POLYGON ((157666.622754345822614 -2931830.66201182641089,207401.566767142881872 -2949916.096198298502713,147493.566024455503793 -3079097.768958810716867,92429.878010287298821 -3051323.709315299987793,112453.037288166640792 -3016444.657669961918145,140227.096931676729582 -2969293.347112374845892,157666.622754345822614 -2931830.66201182641089))",,100000
"POLYGON ((9095.145468855393119 -3091486.345233432948589,34608.525839056484983 -3097945.428871458396316,27180.579655327062937 -3118937.450695041567087,5542.649467941315379 -3123781.763423560652882,1667.199285125971073 -3115384.95469412766397,9095.145468855393119 -3091486.345233432948589))",,150000
"POLYGON ((48172.601478910233709 -3081474.765594493132085,66903.94402918445121 -3090517.482687728945166,82405.744760445886641 -3091486.345233432948589,96615.728764102197601 -3091163.391051531769335,98230.499673608588637 -3103435.64996378030628,90479.599307977870922 -3113124.275420818477869,64966.218937776793609 -3113124.275420818477869,55277.593480738389189 -3096330.657961952034384,48172.601478910233709 -3081474.765594493132085))",,100000
"POLYGON ((51079.189116021749214 -3122812.90087785711512,60121.906209257591399 -3129271.984515882562846,52693.960025528169353 -3136699.930699612013996,38806.930203773124958 -3140252.426700525917113,36546.250930464171688 -3130563.801243487745523,51079.189116021749214 -3122812.90087785711512))",,100000
"POLYGON ((69164.623302493433584 -3130240.847061586566269,86927.103307063793181 -3127657.213606376200914,80790.973850939495605 -3152201.731430873274803,67872.806574888309115 -3175777.38670966681093,54308.730935034560389 -3174808.524163963273168,38806.930203773124958 -3161890.356887911912054,31701.938201944969478 -3154139.45652228128165,32347.846565747531713 -3143804.922701440285891,47203.738933206404909 -3146065.601974749006331,56892.364390244780225 -3141221.289246229920536,69164.623302493433584 -3130240.847061586566269))",,100000
"POLYGON ((21367.404381104031927 -3126688.351060672197491,29118.304746734749642 -3124427.671787363477051,23951.037836314266315 -3139929.472518624737859,16846.045834486110834 -3152524.685612774919719,2959.016012731080991 -3149941.052157564554363,-5114.83853480090329 -3139283.564154822379351,2636.061830829799874 -3133793.343062500469387,21367.404381104031927 -3126688.351060672197491))",,150000
"POLYGON ((-42900.477817250633962 -3114739.046330324839801,-26429.814540285369731 -3116030.863057930022478,-28690.493813594323001 -3134439.251426303293556,-39025.027634435275104 -3145096.739429045468569,-47421.836363868547778 -3146065.601974749006331,-42900.477817250633962 -3114739.046330324839801))",,150000
"POLYGON ((-17387.097447049542097 -3116030.863057930022478,-5437.792716702184407 -3119583.359058844391257,-8021.426171912433347 -3128949.030333981383592,-19970.730902259776485 -3125073.580151165835559,-17387.097447049542097 -3116030.863057930022478))",,150000
"POLYGON ((31701.938201944969478 -3154139.45652228128165,38806.930203773124958 -3161890.356887911912054,33639.663293352656183 -3182882.378711495082825,28795.350564833453973 -3192893.95835043489933,11355.824742164360941 -3183851.241257199086249,5219.695286040034262 -3170933.073981147725135,18460.81674399250187 -3163505.127797418273985,31701.938201944969478 -3154139.45652228128165))",,100000
"POLYGON ((48818.509842712781392 -3180944.65362008754164,60121.906209257576847 -3182236.470347692258656,69810.531666295952164 -3196446.454351348802447,68518.714938690856798 -3205812.125626485794783,51402.143297923030332 -3212917.117628314066678,41067.609477082063677 -3209364.621627400163561,38161.021839970548172 -3185788.966348606627434,48818.509842712781392 -3180944.65362008754164))",,100000
"POLYGON ((50433.280752219172427 -3217115.521993030793965,70456.440030098514399 -3215500.751083524432033,80145.065487136918819 -3231648.460178588051349,71102.348393901076633 -3255547.06963928276673,56246.456026442203438 -3253609.344547875225544,42682.380386588469264 -3248119.12345555331558,31378.984020043673809 -3245535.490000343415886,29118.304746734720538 -3234878.001997601240873,50433.280752219172427 -3217115.521993030793965))",,100000
"POLYGON ((58842.643092554237228 -3071346.868593179620802,92429.878010287298821 -3051323.709315299987793,147493.566024455503793 -3079097.768958810716867,168311.55714618624188 -3088256.803414419293404,165082.015327173401602 -3102143.83323617419228,150226.12295971455751 -3128303.121970178093761,115992.97967817891913 -3114739.046330324374139,98230.499673608588637 -3103435.64996378030628,96615.728764102197601 -3091163.391051531769335,82405.744760445886641 -3091486.345233432948589,66903.94402918445121 -3090517.482687728945166,48172.601478910233709 -3081474.765594493132085,58842.643092554237228 -3071346.868593179620802))",,100000
"POLYGON ((98230.499673608588637 -3103435.64996378030628,115992.97967817891913 -3114739.046330324374139,150226.12295971455751 -3128303.121970178093761,155716.344052036292851 -3153816.502340379171073,103074.812402127732639 -3137991.747427216265351,86927.103307063793181 -3127657.213606376200914,69164.623302493433584 -3130240.847061586566269,64966.218937776793609 -3113124.275420818477869,90479.599307977870922 -3113124.275420818477869,98230.499673608588637 -3103435.64996378030628))",,100000
"POLYGON ((60121.906209257576847 -3182236.470347692258656,67872.806574888309115 -3175777.38670966681093,80790.973850939495605 -3152201.731430873274803,86927.103307063793181 -3127657.213606376200914,103074.812402127732639 -3137991.747427216265351,155716.344052036292851 -3153816.502340379171073,143121.13095788640203 -3197415.316897051874548,104366.629129732857109 -3195154.637623743154109,69810.531666295952164 -3196446.454351348802447,60121.906209257576847 -3182236.470347692258656))",,100000
"POLYGON ((69810.531666295952164 -3196446.454351348802447,104366.629129732857109 -3195154.637623743154109,143121.13095788640203 -3197415.316897051874548,133432.505500847764779 -3233263.23108809441328,123097.971680006827228 -3260714.336549703031778,104043.674947831314057 -3269111.145279136486351,71102.348393901076633 -3255547.06963928276673,80145.065487136918819 -3231648.460178588051349,70456.440030098514399 -3215500.751083524432033,50433.280752219172427 -3217115.521993030793965,51402.143297923030332 -3212917.117628314066678,68518.714938690856798 -3205812.125626485794783,69810.531666295952164 -3196446.454351348802447))",,80000
